Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
0000:22:54.430, 2675, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4408, 2.4500, 2.4385, 2.4363, 2.4383, 0.0000, 0.1335, 0.0016, 0.0106, 0.0417, 0.0305, 3.9900, 4.0524, 0.0000, 5.0175, 5.0172, 3.0022, 14.7700, 2.2778, 5.0594, 3.2056, 
0000:22:54.941, 2676, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4408, 2.4500, 2.4385, 2.4362, 2.4381, 0.0000, 0.1327, 0.0010, 0.0105, 0.0422, 0.0314, 3.9906, 4.0524, 0.0000, 5.0173, 5.0166, 3.0022, 14.7680, 2.2778, 5.0589, 3.2052, 
0000:22:55.468, 2677, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4407, 2.4500, 2.4385, 2.4363, 2.4382, 0.0000, 0.1322, 0.0006, 0.0104, 0.0422, 0.0314, 3.9898, 4.0530, 0.0000, 5.0174, 5.0174, 3.0021, 14.7680, 2.2772, 5.0593, 3.2053, 
0000:22:55.986, 2678, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4407, 2.4500, 2.4385, 2.4363, 2.4383, 0.0000, 0.1322, 0.0007, 0.0104, 0.0421, 0.0315, 3.9908, 4.0515, 0.0000, 5.0177, 5.0171, 3.0024, 14.7680, 2.2774, 5.0593, 3.2053, 
0000:22:56.505, 2679, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4408, 2.4500, 2.4385, 2.4362, 2.4383, 0.0000, 0.1322, 0.0006, 0.0105, 0.0422, 0.0314, 3.9890, 4.0526, 0.0000, 5.0177, 5.0181, 3.0022, 14.7720, 2.2779, 5.0590, 3.2057, 
0000:22:57.038, 2680, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4408, 2.4501, 2.4387, 2.4363, 2.4383, 0.0000, 0.1313, 0.0001, 0.0104, 0.0428, 0.0323, 3.9900, 4.0527, 0.0000, 5.0173, 5.0175, 3.0022, 14.7680, 2.2774, 5.0589, 3.2054, 
0000:22:57.557, 2681, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4407, 2.4500, 2.4386, 2.4363, 2.4384, 0.0000, 0.1323, 0.0009, 0.0105, 0.0421, 0.0312, 3.9906, 4.0528, 0.0000, 5.0177, 5.0175, 3.0024, 14.7720, 2.2776, 5.0592, 3.2059, 
0000:22:58.075, 2682, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4409, 2.4500, 2.4385, 2.4362, 2.4381, 0.0000, 0.1311, 0.0001, 0.0103, 0.0427, 0.0319, 3.9901, 4.0529, 0.0000, 5.0178, 5.0175, 3.0022, 14.7700, 2.2779, 5.0588, 3.2055, 
0000:22:58.600, 2683, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4408, 2.4500, 2.4385, 2.4362, 2.4383, 0.0000, 0.1316, 0.0006, 0.0106, 0.0427, 0.0317, 3.9892, 4.0527, 0.0000, 5.0174, 5.0176, 3.0023, 14.7700, 2.2776, 5.0588, 3.2058, 
0000:22:59.102, 2684, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4722, 2.4407, 2.4500, 2.4385, 2.4364, 2.4383, 0.0000, 0.1329, 0.0012, 0.0106, 0.0417, 0.0308, 3.9905, 4.0524, 0.0000, 5.0176, 5.0176, 3.0022, 14.7720, 2.2777, 5.0594, 3.2058, 
0000:22:59.604, 2685, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4407, 2.4500, 2.4386, 2.4365, 2.4383, 0.0000, 0.1333, 0.0015, 0.0104, 0.0416, 0.0307, 3.9899, 4.0529, 0.0000, 5.0177, 5.0180, 3.0021, 14.7680, 2.2775, 5.0596, 3.2055, 
0000:23:00.105, 2686, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4501, 2.4385, 2.4364, 2.4383, 0.0000, 0.1338, 0.0014, 0.0105, 0.0415, 0.0305, 3.9902, 4.0533, 0.0000, 5.0179, 5.0178, 3.0022, 14.7700, 2.2774, 5.0592, 3.2055, 
0000:23:00.622, 2687, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4501, 2.4387, 2.4365, 2.4384, 0.0000, 0.1330, 0.0011, 0.0105, 0.0417, 0.0311, 3.9900, 4.0529, 0.0000, 5.0174, 5.0174, 3.0024, 14.7720, 2.2773, 5.0593, 3.2055, 
0000:23:01.126, 2688, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4408, 2.4500, 2.4386, 2.4363, 2.4383, 0.0000, 0.1333, 0.0010, 0.0105, 0.0417, 0.0311, 3.9899, 4.0522, 0.0000, 5.0180, 5.0179, 3.0022, 14.7680, 2.2778, 5.0591, 3.2054, 
0000:23:01.627, 2689, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4408, 2.4501, 2.4385, 2.4363, 2.4383, 0.0000, 0.1337, 0.0013, 0.0105, 0.0415, 0.0309, 3.9894, 4.0522, 0.0000, 5.0179, 5.0178, 3.0023, 14.7700, 2.2779, 5.0597, 3.2053, 
0000:23:02.145, 2690, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4409, 2.4501, 2.4386, 2.4362, 2.4384, 0.0000, 0.1318, 0.0002, 0.0102, 0.0425, 0.0320, 3.9897, 4.0516, 0.0000, 5.0173, 5.0177, 3.0022, 14.7700, 2.2779, 5.0596, 3.2053, 
0000:23:02.669, 2691, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4723, 2.4409, 2.4500, 2.4386, 2.4364, 2.4383, 0.0000, 0.1319, 0.0003, 0.0103, 0.0424, 0.0321, 3.9918, 4.0531, 0.0000, 5.0178, 5.0180, 3.0022, 14.7700, 2.2778, 5.0595, 3.2057, 
0000:23:03.197, 2692, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4501, 2.4385, 2.4364, 2.4383, 0.0000, 0.1319, 0.0003, 0.0104, 0.0425, 0.0318, 3.9895, 4.0521, 0.0000, 5.0173, 5.0177, 3.0022, 14.7700, 2.2776, 5.0593, 3.2055, 
0000:23:03.722, 2693, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4500, 2.4385, 2.4365, 2.4384, 0.0000, 0.1319, 0.0006, 0.0106, 0.0424, 0.0318, 3.9904, 4.0528, 0.0000, 5.0178, 5.0179, 3.0022, 14.7700, 2.2774, 5.0594, 3.2053, 
0000:23:04.224, 2694, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4502, 2.4387, 2.4364, 2.4383, 0.0000, 0.1330, 0.0011, 0.0107, 0.0420, 0.0311, 3.9904, 4.0532, 0.0000, 5.0177, 5.0175, 3.0022, 14.7720, 2.2775, 5.0596, 3.2060, 
0000:23:04.736, 2695, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4410, 2.4501, 2.4387, 2.4364, 2.4383, 0.0000, 0.1326, 0.0008, 0.0104, 0.0420, 0.0315, 3.9904, 4.0542, 0.0000, 5.0179, 5.0177, 3.0023, 14.7700, 2.2776, 5.0597, 3.2057, 
0000:23:05.253, 2696, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4410, 2.4500, 2.4386, 2.4365, 2.4383, 0.0000, 0.1312, 0.0002, 0.0106, 0.0428, 0.0324, 3.9894, 4.0530, 0.0000, 5.0175, 5.0176, 3.0023, 14.7700, 2.2773, 5.0594, 3.2054, 
0000:23:05.762, 2697, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4409, 2.4501, 2.4386, 2.4365, 2.4383, 0.0000, 0.1326, 0.0010, 0.0105, 0.0421, 0.0315, 3.9901, 4.0520, 0.0000, 5.0173, 5.0178, 3.0022, 14.7700, 2.2776, 5.0592, 3.2050, 
0000:23:06.296, 2698, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4410, 2.4502, 2.4388, 2.4365, 2.4384, 0.0000, 0.1319, 0.0006, 0.0105, 0.0422, 0.0317, 3.9900, 4.0525, 0.0000, 5.0177, 5.0175, 3.0023, 14.7720, 2.2776, 5.0594, 3.2055, 
0000:23:06.799, 2699, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4410, 2.4502, 2.4386, 2.4364, 2.4384, 0.0000, 0.1328, 0.0011, 0.0105, 0.0418, 0.0311, 3.9900, 4.0527, 0.0000, 5.0179, 5.0172, 3.0022, 14.7700, 2.2776, 5.0593, 3.2056, 
0000:23:07.316, 2700, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4410, 2.4502, 2.4387, 2.4365, 2.4384, 0.0000, 0.1321, 0.0007, 0.0103, 0.0420, 0.0315, 3.9912, 4.0540, 0.0000, 5.0179, 5.0178, 3.0022, 14.7700, 2.2774, 5.0594, 3.2061, 
0000:23:07.841, 2701, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4724, 2.4409, 2.4500, 2.4386, 2.4365, 2.4383, 0.0000, 0.1321, 0.0006, 0.0103, 0.0420, 0.0316, 3.9891, 4.0520, 0.0000, 5.0178, 5.0177, 3.0022, 14.7700, 2.2775, 5.0598, 3.2055, 
0000:23:08.360, 2702, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4409, 2.4501, 2.4387, 2.4365, 2.4384, 0.0000, 0.1320, 0.0006, 0.0104, 0.0422, 0.0316, 3.9903, 4.0533, 0.0000, 5.0178, 5.0168, 3.0022, 14.7720, 2.2777, 5.0595, 3.2055, 
0000:23:08.860, 2703, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4409, 2.4500, 2.4387, 2.4364, 2.4383, 0.0000, 0.1330, 0.0013, 0.0105, 0.0417, 0.0311, 3.9899, 4.0516, 0.0000, 5.0174, 5.0171, 3.0024, 14.7700, 2.2775, 5.0590, 3.2057, 
0000:23:09.378, 2704, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4500, 2.4386, 2.4364, 2.4384, 0.0000, 0.1314, 0.0003, 0.0103, 0.0424, 0.0319, 3.9902, 4.0534, 0.0000, 5.0177, 5.0176, 3.0022, 14.7700, 2.2778, 5.0595, 3.2055, 
0000:23:09.883, 2705, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4501, 2.4387, 2.4365, 2.4383, 0.0000, 0.1325, 0.0010, 0.0105, 0.0419, 0.0311, 3.9894, 4.0535, 0.0000, 5.0178, 5.0175, 3.0022, 14.7720, 2.2779, 5.0595, 3.2055, 
0000:23:10.399, 2706, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4411, 2.4501, 2.4386, 2.4365, 2.4383, 0.0000, 0.1329, 0.0011, 0.0105, 0.0419, 0.0310, 3.9902, 4.0528, 0.0000, 5.0174, 5.0172, 3.0022, 14.7700, 2.2777, 5.0588, 3.2056, 
0000:23:10.917, 2707, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4725, 2.4410, 2.4501, 2.4388, 2.4364, 2.4383, 0.0000, 0.1336, 0.0013, 0.0104, 0.0417, 0.0307, 3.9893, 4.0517, 0.0000, 5.0177, 5.0175, 3.0023, 14.7720, 2.2780, 5.0592, 3.2055, 
0000:23:11.437, 2708, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4411, 2.4502, 2.4388, 2.4366, 2.4383, 0.0000, 0.1315, 0.0002, 0.0103, 0.0426, 0.0320, 3.9907, 4.0516, 0.0000, 5.0174, 5.0175, 3.0021, 14.7700, 2.2777, 5.0592, 3.2054, 
0000:23:11.960, 2709, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4501, 2.4388, 2.4365, 2.4383, 0.0000, 0.1317, 0.0003, 0.0103, 0.0426, 0.0320, 3.9905, 4.0525, 0.0000, 5.0175, 5.0173, 3.0022, 14.7740, 2.2779, 5.0590, 3.2053, 
0000:23:12.478, 2710, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4503, 2.4388, 2.4366, 2.4384, 0.0000, 0.1318, 0.0006, 0.0103, 0.0423, 0.0317, 3.9892, 4.0514, 0.0000, 5.0177, 5.0172, 3.0023, 14.7700, 2.2775, 5.0595, 3.2058, 
0000:23:12.980, 2711, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4411, 2.4501, 2.4387, 2.4365, 2.4384, 0.0000, 0.1329, 0.0013, 0.0106, 0.0420, 0.0309, 3.9886, 4.0522, 0.0000, 5.0176, 5.0172, 3.0022, 14.7720, 2.2777, 5.0596, 3.2058, 
0000:23:13.481, 2712, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4411, 2.4501, 2.4389, 2.4366, 2.4384, 0.0000, 0.1334, 0.0014, 0.0105, 0.0414, 0.0306, 3.9893, 4.0533, 0.0000, 5.0175, 5.0175, 3.0022, 14.7720, 2.2773, 5.0596, 3.2053, 
0000:23:13.999, 2713, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4411, 2.4502, 2.4387, 2.4366, 2.4384, 0.0000, 0.1319, 0.0004, 0.0102, 0.0424, 0.0319, 3.9893, 4.0516, 0.0000, 5.0174, 5.0170, 3.0022, 14.7720, 2.2775, 5.0592, 3.2057, 
0000:23:14.508, 2714, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4411, 2.4503, 2.4388, 2.4367, 2.4384, 0.0000, 0.1325, 0.0008, 0.0103, 0.0421, 0.0315, 3.9891, 4.0513, 0.0000, 5.0174, 5.0172, 3.0023, 14.7680, 2.2773, 5.0591, 3.2055, 
0000:23:15.026, 2715, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4412, 2.4502, 2.4387, 2.4366, 2.4385, 0.0000, 0.1330, 0.0010, 0.0104, 0.0421, 0.0315, 3.9902, 4.0531, 0.0000, 5.0176, 5.0172, 3.0022, 14.7760, 2.2775, 5.0587, 3.2057, 
0000:23:15.543, 2716, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4501, 2.4387, 2.4366, 2.4384, 0.0000, 0.1323, 0.0008, 0.0102, 0.0420, 0.0314, 3.9889, 4.0526, 0.0000, 5.0180, 5.0183, 3.0023, 14.7700, 2.2777, 5.0591, 3.2052, 
0000:23:16.061, 2717, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4411, 2.4501, 2.4388, 2.4366, 2.4384, 0.0000, 0.1318, 0.0004, 0.0103, 0.0424, 0.0318, 3.9894, 4.0519, 0.0000, 5.0180, 5.0173, 3.0022, 14.7700, 2.2772, 5.0594, 3.2052, 
0000:23:16.601, 2718, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4726, 2.4410, 2.4502, 2.4388, 2.4367, 2.4385, 0.0000, 0.1309, 0.0000, 0.0104, 0.0429, 0.0325, 3.9897, 4.0513, 0.0000, 5.0177, 5.0179, 3.0023, 14.7720, 2.2776, 5.0596, 3.2062, 
0000:23:17.102, 2719, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4411, 2.4501, 2.4388, 2.4366, 2.4383, 0.0000, 0.1323, 0.0010, 0.0104, 0.0420, 0.0314, 3.9903, 4.0533, 0.0000, 5.0179, 5.0179, 3.0023, 14.7720, 2.2774, 5.0595, 3.2058, 
0000:23:17.620, 2720, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4411, 2.4503, 2.4389, 2.4368, 2.4385, 0.0000, 0.1309, 0.0001, 0.0105, 0.0428, 0.0324, 3.9895, 4.0519, 0.0000, 5.0174, 5.0174, 3.0021, 14.7720, 2.2777, 5.0591, 3.2057, 
0000:23:18.153, 2721, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4412, 2.4501, 2.4388, 2.4366, 2.4384, 0.0000, 0.1316, 0.0008, 0.0105, 0.0424, 0.0316, 3.9891, 4.0531, 0.0000, 5.0175, 5.0177, 3.0021, 14.7720, 2.2776, 5.0592, 3.2055, 
0000:23:18.672, 2722, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4411, 2.4502, 2.4387, 2.4366, 2.4383, 0.0000, 0.1324, 0.0010, 0.0104, 0.0421, 0.0310, 3.9895, 4.0522, 0.0000, 5.0183, 5.0178, 3.0022, 14.7720, 2.2774, 5.0599, 3.2058, 
0000:23:19.181, 2723, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4412, 2.4503, 2.4388, 2.4367, 2.4385, 0.0000, 0.1321, 0.0008, 0.0105, 0.0420, 0.0314, 3.9910, 4.0532, 0.0000, 5.0180, 5.0178, 3.0022, 14.7760, 2.2773, 5.0595, 3.2054, 
0000:23:19.677, 2724, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4412, 2.4502, 2.4388, 2.4367, 2.4385, 0.0000, 0.1329, 0.0010, 0.0105, 0.0417, 0.0307, 3.9896, 4.0530, 0.0000, 5.0181, 5.0181, 3.0022, 14.7720, 2.2776, 5.0597, 3.2059, 
0000:23:20.180, 2725, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4412, 2.4503, 2.4387, 2.4367, 2.4385, 0.0000, 0.1332, 0.0013, 0.0104, 0.0418, 0.0309, 3.9895, 4.0525, 0.0000, 5.0183, 5.0175, 3.0023, 14.7740, 2.2776, 5.0593, 3.2054, 
0000:23:20.705, 2726, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4413, 2.4501, 2.4388, 2.4366, 2.4384, 0.0000, 0.1323, 0.0008, 0.0104, 0.0421, 0.0313, 3.9890, 4.0519, 0.0000, 5.0181, 5.0176, 3.0022, 14.7720, 2.2777, 5.0601, 3.2055, 
0000:23:21.222, 2727, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4727, 2.4412, 2.4501, 2.4388, 2.4367, 2.4384, 0.0000, 0.1322, 0.0007, 0.0103, 0.0422, 0.0314, 3.9909, 4.0538, 0.0000, 5.0177, 5.0180, 3.0022, 14.7720, 2.2776, 5.0595, 3.2056, 
0000:23:21.739, 2728, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4412, 2.4502, 2.4388, 2.4367, 2.4384, 0.0000, 0.1309, 0.0000, 0.0102, 0.0426, 0.0320, 3.9899, 4.0526, 0.0000, 5.0179, 5.0181, 3.0022, 14.7720, 2.2776, 5.0593, 3.2058, 
0000:23:22.257, 2729, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4413, 2.4503, 2.4388, 2.4367, 2.4386, 0.0000, 0.1323, 0.0009, 0.0105, 0.0419, 0.0311, 3.9902, 4.0528, 0.0000, 5.0183, 5.0182, 3.0023, 14.7720, 2.2775, 5.0600, 3.2058, 
0000:23:22.791, 2730, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4502, 2.4388, 2.4367, 2.4384, 0.0000, 0.1317, 0.0005, 0.0104, 0.0424, 0.0317, 3.9896, 4.0522, 0.0000, 5.0174, 5.0175, 3.0022, 14.7720, 2.2776, 5.0596, 3.2053, 
0000:23:23.298, 2731, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4503, 2.4389, 2.4366, 2.4384, 0.0000, 0.1316, 0.0006, 0.0104, 0.0424, 0.0317, 3.9898, 4.0516, 0.0000, 5.0177, 5.0178, 3.0023, 14.7720, 2.2773, 5.0595, 3.2058, 
0000:23:23.818, 2732, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4501, 2.4388, 2.4367, 2.4385, 0.0000, 0.1316, 0.0005, 0.0104, 0.0424, 0.0317, 3.9900, 4.0529, 0.0000, 5.0180, 5.0181, 3.0022, 14.7720, 2.2777, 5.0592, 3.2057, 
0000:23:24.336, 2733, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4414, 2.4503, 2.4389, 2.4368, 2.4386, 0.0000, 0.1318, 0.0009, 0.0106, 0.0425, 0.0317, 3.9888, 4.0510, 0.0000, 5.0181, 5.0177, 3.0022, 14.7700, 2.2777, 5.0593, 3.2063, 
0000:23:24.839, 2734, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4412, 2.4502, 2.4388, 2.4367, 2.4383, 0.0000, 0.1325, 0.0012, 0.0107, 0.0421, 0.0313, 3.9894, 4.0521, 0.0000, 5.0174, 5.0181, 3.0022, 14.7720, 2.2778, 5.0595, 3.2057, 
0000:23:25.356, 2735, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4414, 2.4503, 2.4388, 2.4368, 2.4384, 0.0000, 0.1311, 0.0003, 0.0103, 0.0426, 0.0321, 3.9885, 4.0519, 0.0000, 5.0181, 5.0175, 3.0021, 14.7740, 2.2778, 5.0595, 3.2062, 
0000:23:25.872, 2736, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4502, 2.4388, 2.4366, 2.4383, 0.0000, 0.1325, 0.0013, 0.0105, 0.0420, 0.0311, 3.9895, 4.0521, 0.0000, 5.0178, 5.0177, 3.0022, 14.7700, 2.2778, 5.0598, 3.2062, 
0000:23:26.389, 2737, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4502, 2.4388, 2.4367, 2.4386, 0.0000, 0.1322, 0.0009, 0.0103, 0.0421, 0.0314, 3.9887, 4.0520, 0.0000, 5.0177, 5.0175, 3.0021, 14.7720, 2.2779, 5.0588, 3.2060, 
0000:23:26.907, 2738, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4412, 2.4503, 2.4390, 2.4370, 2.4386, 0.0000, 0.1314, 0.0004, 0.0105, 0.0426, 0.0319, 3.9893, 4.0529, 0.0000, 5.0178, 5.0179, 3.0022, 14.7720, 2.2776, 5.0593, 3.2057, 
0000:23:27.410, 2739, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4413, 2.4502, 2.4389, 2.4368, 2.4385, 0.0000, 0.1325, 0.0011, 0.0105, 0.0422, 0.0312, 3.9891, 4.0517, 0.0000, 5.0179, 5.0179, 3.0021, 14.7740, 2.2777, 5.0593, 3.2058, 
0000:23:27.911, 2740, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4414, 2.4503, 2.4390, 2.4368, 2.4385, 0.0000, 0.1333, 0.0013, 0.0104, 0.0417, 0.0307, 3.9897, 4.0521, 0.0000, 5.0177, 5.0174, 3.0023, 14.7720, 2.2776, 5.0585, 3.2060, 
0000:23:28.421, 2741, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4728, 2.4413, 2.4502, 2.4387, 2.4368, 2.4385, 0.0000, 0.1336, 0.0013, 0.0105, 0.0416, 0.0305, 3.9906, 4.0539, 0.0000, 5.0181, 5.0181, 3.0022, 14.7740, 2.2776, 5.0593, 3.2062, 
0000:23:28.939, 2742, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4414, 2.4503, 2.4390, 2.4369, 2.4387, 0.0000, 0.1320, 0.0007, 0.0104, 0.0424, 0.0317, 3.9880, 4.0517, 0.0000, 5.0178, 5.0177, 3.0023, 14.7720, 2.2779, 5.0590, 3.2059, 
0000:23:29.442, 2743, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4415, 2.4502, 2.4389, 2.4369, 2.4386, 0.0000, 0.1329, 0.0012, 0.0105, 0.0418, 0.0312, 3.9895, 4.0517, 0.0000, 5.0177, 5.0178, 3.0022, 14.7720, 2.2779, 5.0597, 3.2061, 
0000:23:29.941, 2744, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4730, 2.4414, 2.4503, 2.4389, 2.4369, 2.4387, 0.0000, 0.1335, 0.0012, 0.0106, 0.0416, 0.0309, 3.9891, 4.0525, 0.0000, 5.0176, 5.0174, 3.0022, 14.7720, 2.2779, 5.0598, 3.2059, 
0000:23:30.466, 2745, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4730, 2.4413, 2.4503, 2.4389, 2.4368, 2.4385, 0.0000, 0.1316, 0.0001, 0.0102, 0.0425, 0.0321, 3.9896, 4.0519, 0.0000, 5.0182, 5.0180, 3.0023, 14.7740, 2.2777, 5.0597, 3.2057, 
0000:23:30.984, 2746, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4413, 2.4502, 2.4389, 2.4368, 2.4386, 0.0000, 0.1326, 0.0008, 0.0104, 0.0422, 0.0312, 3.9903, 4.0524, 0.0000, 5.0181, 5.0178, 3.0022, 14.7760, 2.2780, 5.0599, 3.2060, 
0000:23:31.503, 2747, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4731, 2.4415, 2.4503, 2.4390, 2.4369, 2.4386, 0.0000, 0.1311, 0.0001, 0.0102, 0.0427, 0.0323, 3.9910, 4.0529, 0.0000, 5.0178, 5.0175, 3.0022, 14.7720, 2.2781, 5.0593, 3.2064, 
0000:23:32.005, 2748, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4730, 2.4416, 2.4504, 2.4389, 2.4369, 2.4386, 0.0000, 0.1324, 0.0010, 0.0106, 0.0421, 0.0313, 3.9896, 4.0526, 0.0000, 5.0178, 5.0177, 3.0022, 14.7720, 2.2780, 5.0588, 3.2062, 
0000:23:32.507, 2749, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4730, 2.4413, 2.4503, 2.4390, 2.4370, 2.4386, 0.0000, 0.1331, 0.0012, 0.0103, 0.0416, 0.0307, 3.9882, 4.0521, 0.0000, 5.0180, 5.0173, 3.0022, 14.7760, 2.2775, 5.0596, 3.2059, 
0000:23:33.041, 2750, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.4729, 2.4415, 2.4502, 2.4389, 2.4369, 2.4386, 0.0000, 0.1325, 0.0007, 0.0105, 0.0421, 0.0313, 3.9904, 4.0527, 0.0000, 5.0182, 5.0174, 3.0023, 14.7720, 2.2775, 5.0596, 3.2059, 
